subevent_id,results_url,name,series,year
289A6A18-EC03-4B79-8CD3-AD609D98E2AF,https://www.ironman.com/im703-aix-en-provence-results,Aix-en-Provence,IRONMAN-70.3,2015
064952B5-7A15-E311-9EC7-005056956277,https://www.ironman.com/im703-aix-en-provence-results,Aix-en-Provence,IRONMAN-70.3,2014
566D3149-DA1E-4842-ABBB-2B95DAE023CF,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2023
F29EFE58-05B8-4106-9C17-704FC2D80208,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2022
A4B881A1-B04A-4D83-9427-65D23F53777D,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2021
7A74A065-C889-E811-941F-005056951BF1,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2019
DF4E2F37-066B-E711-9418-005056951BF1,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2018
520B5196-473A-E611-940F-005056951BF1,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2017
2F990751-BF20-E511-9403-005056951BF1,https://www.ironman.com/im703-mallorca-results,Alcúdia-Mallorca,IRONMAN-70.3,2016
450694E4-8C1A-40F2-A270-3C04B86F8C2B,https://www.ironman.com/im703-cascais-results,Portugal - Cascais,IRONMAN-70.3,2023
4CB72055-DA4F-43BB-B8AE-9CBB85435275,https://www.ironman.com/im703-cascais-results,Portugal - Cascais,IRONMAN-70.3,2022
2854A8AA-E5AD-4F13-9446-E643DE7AEA38,https://www.ironman.com/im703-cascais-results,Portugal - Cascais,IRONMAN-70.3,2021
F72E4AC1-EEC0-E811-A96D-000D3A364086,https://www.ironman.com/im703-cascais-results,Portugal - Cascais,IRONMAN-70.3,2019
216636F4-F6AC-E711-9419-005056951BF1,https://www.ironman.com/im703-cascais-results,Portugal - Cascais,IRONMAN-70.3,2018
03518388-3680-E611-9410-005056951BF1,https://www.ironman.com/im703-cascais-results,Portugal - Cascais,IRONMAN-70.3,2017
CF562F20-DE52-4612-AD57-230810C293AD,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2023
C9E159DB-5F88-4CFF-AC20-A06E4A8F8EA5,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2022
C690A6D3-E15D-4199-9356-8931C3FBFB5C,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2021
186AD0BC-33A2-E811-A960-000D3A3740B7,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2019
DAA6203F-CB61-E711-9418-005056951BF1,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2018
EAB3BC66-BC6B-E611-940F-005056951BF1,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2017
6E3552E2-F24F-E511-9409-005056951BF1,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2016
809C5382-4F61-449C-AB87-854FC7442335,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2015
52C55C11-57A5-E311-B5F4-005056956277,https://www.ironman.com/im703-elsinore-results,Elsinore,IRONMAN-70.3,2014
5C260A2C-6B8B-4335-B01A-9BE622B5DD70,https://www.ironman.com/im703-finland-results,Lahti,IRONMAN-70.3,2023
58D9F70C-D6F1-4A3E-8DD8-1BBBD5276BA2,https://www.ironman.com/im703-finland-results,Lahti,IRONMAN-70.3,2022
